source,authors,year,title,journal,vol,pages,antag,additive,synerg,review,times.cited
WOS,"Patsias, K; Bruelheide, H",2013,climate change - bad news for montane forest herb layer species?,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,50,19-Oct,1,0,0,0,4
WOS,"Byrne, M; Ho, MA; Koleits, L; Price, C; King, CK; Virtue, P; Tilbrook, B; Lamarek, M",2013,vulnerability of the calcifying larval stage of the antarctic sea urchin sterechinus neumayeri to near-future ocean acidification and warming,GLOBAL CHANGE BIOLOGY,19,2264-2275,0,0,1,0,15
WOS,"Stephens, AEA; Srivastava, DS; Myers, JH",2013,strength in numbers? effects of multiple natural enemy species on plant performance,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,280,-,1,0,0,1,8
WOS,"Mykytczuk, NCS; Foote, SJ; Omelon, CR; Southam, G; Greer, CW; Whyte, LG",2013,bacterial growth at-15 degrees c; molecular insights from the permafrost bacterium planococcus halocryophilus or1,ISME JOURNAL,7,1211-1226,0,0,1,0,25
WOS,"Williams, SL; Bracken, MES; Jones, E",2013,additive effects of physical stress and herbivores on intertidal seaweed biodiversity,ECOLOGY,94,1089-1101,0,1,1,0,10
WOS,"Tamburello, L; Bulleri, F; Bertocci, I; Maggi, E; Benedetti-Cecchi, L",2013,reddened seascapes: experimentally induced shifts in 1/f spectra of spatial variability in rocky intertidal assemblages,ECOLOGY,94,1102-1111,0,1,1,0,5
WOS,"Moore, MN; Depledge, MH; Fleming, L; Hess, P; Lees, D; Leonard, P; Madsen, L; Owen, R; Pirlet, H; Seys, J; Vasconcelos, V; Viarengo, A",2013,oceans and human health (ohh): a european perspective from the marine board of the european science foundation (marine board-esf),MICROBIAL ECOLOGY,65,889-900,0,0,1,1,5
WOS,"Greig, HS; Wissinger, SA; McIntosh, AR",2013,top-down control of prey increases with drying disturbance in ponds: a consequence of non-consumptive interactions?,JOURNAL OF ANIMAL ECOLOGY,82,598-607,0,1,0,0,5
WOS,"Cabrero, P; Richmond, L; Nitabach, M; Davies, SA; Dow, JAT",2013,a biogenic amine and a neuropeptide act identically: tyramine signals through calcium in drosophila tubule stellate cells,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,280,-,0,1,1,0,7
WOS,"Harvey, BP; Gwynn-Jones, D; Moore, PJ",2013,meta-analysis reveals complex marine biological responses to the interactive effects of ocean acidification and warming,ECOLOGY AND EVOLUTION,3,1016-1030,0,0,1,1,41
WOS,"Grinnan, R; Carter, TE; Johnson, MTJ",2013,"effects of drought, temperature, herbivory, and genotype on plant-insect interactions in soybean (glycine max)",ARTHROPOD-PLANT INTERACTIONS,7,201-215,0,1,1,0,4
WOS,"Brodie, J; Johnson, H; Mitchell, M; Zager, P; Proffitt, K; Hebblewhite, M; Kauffman, M; Johnson, B; Bissonette, J; Bishop, C; Gude, J; Herbert, J; Hersey, K; Hurley, M; Lukacs, PM; McCorquodale, S; McIntire, E; Nowak, J; Sawyer, H; Smith, D; White, PJ",2013,"relative influence of human harvest, carnivores, and weather on adult female elk survival across western north america",JOURNAL OF APPLIED ECOLOGY,50,295-305,0,1,0,0,11
WOS,"Coverdale, TC; Herrmann, NC; Altieri, AH; Bertness, MD",2013,latent impacts: the role of historical human activity in coastal habitat loss,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,11,69-74,0,0,1,0,17
WOS,"Piou, C; Prevost, E",2013,contrasting effects of climate change in continental vs. oceanic environments on population persistence and microevolution of atlantic salmon,GLOBAL CHANGE BIOLOGY,19,711-723,0,0,1,0,9
WOS,"Mcleod, E; Anthony, KRN; Andersson, A; Beeden, R; Golbuu, Y; Kleypas, J; Kroeker, K; Manzello, D; Salm, RV; Schuttenberg, H; Smith, JE",2013,preparing to manage coral reefs for ocean acidification: lessons from coral bleaching,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,11,20-27,0,0,1,1,6
WOS,"Falkenberg, LJ; Connell, SD; Russell, BD",2013,disrupting the effects of synergies between stressors: improved water quality dampens the effects of future co2 on a marine habitat,JOURNAL OF APPLIED ECOLOGY,50,51-58,0,0,1,0,14
WOS,"Roberts, DA; Birchenough, SNR; Lewis, C; Sanders, MB; Bolam, T; Sheahan, D",2013,ocean acidification increases the toxicity of contaminated sediments,GLOBAL CHANGE BIOLOGY,19,340-351,0,1,0,0,22
WOS,"Silliman, BR; McCoy, MW; Angelini, C; Holt, RD; Griffin, JN; van de Koppel, J",2013,"consumer fronts, global change, and runaway collapse in ecosystems","ANNUAL REVIEW OF ECOLOGY, EVOLUTION, AND SYSTEMATICS, VOL 44",44,503-538,0,0,1,1,7
WOS,"McLaughlin, OB; Emmerson, MC; O'Gorman, EJ",2013,habitat isolation reduces the temporal stability of island ecosystems in the face of flood disturbance,"ADVANCES IN ECOLOGICAL RESEARCH, VOL 48: GLOBAL CHANGE IN MULTISPECIES SYSTEMS, PT 3",48,225-284,0,0,1,1,6
WOS,"Luo, GJ; Kiese, R; Wolf, B; Butterbach-Bahl, K",2013,effects of soil temperature and moisture on methane uptake and nitrous oxide emissions across three different ecosystem types,BIOGEOSCIENCES,10,3205-3219,1,0,1,0,16
WOS,"Storkey, J; Brooks, D; Haughton, A; Hawes, C; Smith, BM; Holland, JM",2013,using functional traits to quantify the value of plant communities to invertebrate ecosystem service providers in arable landscapes,JOURNAL OF ECOLOGY,101,38-46,0,0,1,0,6
WOS,"Cocco, V; Joos, F; Steinacher, M; Frolicher, TL; Bopp, L; Dunne, J; Gehlen, M; Heinze, C; Orr, J; Oschlies, A; Schneider, B; Segschneider, J; Tjiputra, J",2013,oxygen and indicators of stress for marine life in multi-model global warming projections,BIOGEOSCIENCES,10,1849-1868,0,0,1,0,16
WOS,"Byrne, M; Gonzalez-Bernat, M; Doo, S; Foo, S; Soars, N; Lamare, M",2013,effects of ocean warming and acidification on embryos and non-calcifying larvae of the invasive sea star patiriella regularis,MARINE ECOLOGY PROGRESS SERIES,473,235-+,0,0,1,0,14
WOS,"Quadroni, S; Galassi, S; Capoccioni, F; Ciccotti, E; Grandi, G; De Leo, GA; Bettinetti, R",2013,"contamination, parasitism and condition of anguilla anguilla in three italian stocks",ECOTOXICOLOGY,22,94-108,0,1,1,0,10
WOS,"Aubry, LM; Rockwell, RF; Cooch, EG; Brook, RW; Mulder, CPH; Koons, DN",2013,"climate change, phenology, and habitat degradation: drivers of gosling body condition and juvenile survival in lesser snow geese",GLOBAL CHANGE BIOLOGY,19,149-160,1,0,0,0,10
WOS,"Temperli, C; Bugmann, H; Elkin, C",2012,adaptive management for competing forest goods and services under climate change,ECOLOGICAL APPLICATIONS,22,2065-2077,0,0,1,0,13
WOS,"Larimer, AL; Bever, JD; Clay, K",2012,consequences of simultaneous interactions of fungal endophytes and arbuscular mycorrhizal fungi with a shared host grass,OIKOS,121,2090-2096,0,1,0,0,11
WOS,"Bauer, JT; Kleczewski, NM; Bever, JD; Clay, K; Reynolds, HL",2012,"nitrogen-fixing bacteria, arbuscular mycorrhizal fungi, and the productivity and structure of prairie grassland communities",OECOLOGIA,170,1089-1098,0,1,1,0,5
WOS,"Griffith, GP; Fulton, EA; Gorton, R; Richardson, AJ",2012,"predicting interactions among fishing, ocean warming, and ocean acidification in a marine system with whole-ecosystem models",CONSERVATION BIOLOGY,26,1145-1152,1,1,1,0,13
WOS,"Sayre, NF; deBuys, W; Bestelmeyer, BT; Havstad, KM",2012,the range problem after a century of rangeland science: new research themes for altered landscapes,RANGELAND ECOLOGY & MANAGEMENT,65,545-552,0,1,0,0,9
WOS,"Garcia-Palacios, P; Maestre, FT; Bardgett, RD; de Kroon, H",2012,plant responses to soil heterogeneity and global environmental change,JOURNAL OF ECOLOGY,100,1303-1314,0,0,1,1,15
WOS,"Doropoulos, C; Ward, S; Marshell, A; Diaz-Pulido, G; Mumby, PJ",2012,interactions among chronic and acute impacts on coral recruits: the importance of size-escape thresholds,ECOLOGY,93,2131-2138,0,1,0,0,11
WOS,"Stabili, L; Cardone, F; Alifano, P; Tredici, SM; Piraino, S; Corriero, G; Gaino, E",2012,"epidemic mortality of the sponge ircinia variabilis (schmidt, 1862) associated to proliferation of a vibrio bacterium",MICROBIAL ECOLOGY,64,802-813,0,0,1,0,13
WOS,"Martinez, B; Arenas, F; Rubal, M; Burgues, S; Esteban, R; Garcia-Plazaola, I; Figueroa, FL; Pereira, R; Saldana, L; Sousa-Pinto, I; Trilla, A; Viejo, RM",2012,physical factors driving intertidal macroalgae distribution: physiological stress of a dominant fucoid at its southern limit,OECOLOGIA,170,341-353,0,1,0,0,21
WOS,"Weydmann, A; Soreide, JE; Kwasniewski, S; Widdicombe, S",2012,influence of co2-induced acidification on the reproduction of a key arctic copepod calanus glacialis,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,428,39-42,0,0,1,0,13
WOS,"Bhagwat, SA; Nogue, S; Willis, KJ",2012,resilience of an ancient tropical forest landscape to 7500 years of environmental change,BIOLOGICAL CONSERVATION,153,108-117,0,0,1,0,12
WOS,"Wagenhoff, A; Townsend, CR; Matthaei, CD",2012,macroinvertebrate responses along broad stressor gradients of deposited fine sediment and dissolved nutrients: a stream mesocosm experiment,JOURNAL OF APPLIED ECOLOGY,49,892-902,0,1,1,0,23
WOS,"Wikner, J; Andersson, A",2012,increased freshwater discharge shifts the trophic balance in the coastal zone of the northern baltic sea,GLOBAL CHANGE BIOLOGY,18,2509-2519,0,0,1,0,16
WOS,"Hesse, O; Engelbrecht, W; Laforsch, C; Wolinska, J",2012,fighting parasites and predators: how to deal with multiple threats?,BMC ECOLOGY,12,-,0,1,0,0,5
WOS,"Hidalgo, M; Rouyer, T; Bartolino, V; Cervino, S; Ciannelli, L; Massuti, E; Jadaud, A; Saborido-Rey, F; Durant, JM; Santurtun, M; Pineiro, C; Stenseth, NC",2012,context-dependent interplays between truncated demographies and climate variation shape the population growth rate of a harvested species,ECOGRAPHY,35,637-649,0,1,0,0,5
WOS,"Crossin, GT; Trathan, PN; Phillips, RA; Gorman, KB; Dawson, A; Sakamoto, KQ; Williams, TD",2012,corticosterone predicts foraging behavior and parental care in macaroni penguins,AMERICAN NATURALIST,180,E31-E41,0,1,0,0,28
WOS,"Ericson, JA; Ho, MA; Miskelly, A; King, CK; Virtue, P; Tilbrook, B; Byrne, M",2012,"combined effects of two ocean change stressors, warming and acidification, on fertilization and early development of the antarctic echinoid sterechinus neumayeri",POLAR BIOLOGY,35,1027-1034,0,0,1,0,16
WOS,"Hawley, DM; DuRant, SE; Wilson, AF; Adelman, JS; Hopkins, WA",2012,additive metabolic costs of thermoregulation and pathogen infection,FUNCTIONAL ECOLOGY,26,701-710,0,1,0,0,12
WOS,"Blomberg, EJ; Sedinger, JS; Atamian, MT; Nonne, DV",2012,characteristics of climate and landscape disturbance influence the dynamics of greater sage-grouse populations,ECOSPHERE,3,-,0,1,0,0,10
WOS,"Fernandez, DA; Roldan, A; Azcon, R; Caravaca, F; Baath, E",2012,"effects of water stress, organic amendment and mycorrhizal inoculation on soil microbial community structure and activity during the establishment of two heavy metal-tolerant native plant species",MICROBIAL ECOLOGY,63,794-803,0,0,1,0,8
WOS,"Wang, XY; Shen, DW; Jiao, J; Xu, NN; Yu, S; Zhou, XF; Shi, MM; Chen, XY",2012,genotypic diversity enhances invasive ability of spartina alterniflora,MOLECULAR ECOLOGY,21,2542-2551,0,1,0,0,17
WOS,"Vanak, AT; Shannon, G; Thaker, M; Page, B; Grant, R; Slotow, R",2012,"biocomplexity in large tree mortality: interactions between elephant, fire and landscape in an african savanna",ECOGRAPHY,35,315-321,0,1,0,0,16
WOS,"Verburg, PH; Koomen, E; Hilferink, M; Perez-Soba, M; Lesschen, JP",2012,an assessment of the impact of climate adaptation measures to reduce flood risk on ecosystem services,LANDSCAPE ECOLOGY,27,473-486,0,0,1,0,10
WOS,"Smyser, TJ; Johnson, SA; Page, LK; Rhodes, OE",2012,synergistic stressors and the dilemma of conservation in a multivariate world: a case study in allegheny woodrats,ANIMAL CONSERVATION,15,205-213,0,0,1,0,5
WOS,"Mantyka-Pringle, CS; Martin, TG; Rhodes, JR",2012,interactions between climate and habitat loss effects on biodiversity: a systematic review and meta-analysis,GLOBAL CHANGE BIOLOGY,18,1239-1252,0,0,1,0,78
WOS,"O'Gorman, EJ; Fitch, JE; Crowe, TP",2012,multiple anthropogenic stressors and the structural properties of food webs,ECOLOGY,93,441-448,0,1,0,0,18
WOS,"Miller, GR; Cable, JM; McDonald, AK; Bond, B; Franz, TE; Wang, LX; Gou, S; Tyler, AP; Zou, CB; Scott, RL",2012,understanding ecohydrological connectivity in savannas: a system dynamics modelling approach,ECOHYDROLOGY,5,200-220,1,0,1,0,9
WOS,"Brodie, J; Post, E; Laurance, WF",2012,climate change and tropical biodiversity: a new focus,TRENDS IN ECOLOGY & EVOLUTION,27,145-150,0,0,1,0,19
WOS,"Wojtal-Frankiewicz, A",2012,the effects of global warming on daphnia spp. population dynamics: a review,AQUATIC ECOLOGY,46,37-53,1,0,1,1,13
WOS,"Li, ZH; Lu, GH; Yang, XF; Wang, C",2012,single and combined effects of selected pharmaceuticals at sublethal concentrations on multiple biomarkers in carassius auratus,ECOTOXICOLOGY,21,353-361,1,1,0,0,16
WOS,"Anbalagan, C; Lafayette, I; Antoniou-Kourounioti, M; Haque, M; King, J; Johnsen, B; Baillie, D; Gutierrez, C; Martin, JAR; de Pomerai, D",2012,transgenic nematodes as biosensors for metal stress in soil pore water samples,ECOTOXICOLOGY,21,439-455,0,1,0,0,8
WOS,"Bezirci, G; Akkas, SB; Rinke, K; Yildirim, F; Kalaylioglu, Z; Severcan, F; Beklioglu, M",2012,impacts of salinity and fish-exuded kairomone on the survival and macromolecular profile of daphnia pulex,ECOTOXICOLOGY,21,601-614,1,0,0,0,7
WOS,"McConkey, KR; Prasad, S; Corlett, RT; Campos-Arceiz, A; Brodie, JF; Rogers, H; Santamaria, L",2012,seed dispersal in changing landscapes,BIOLOGICAL CONSERVATION,146,13-Jan,0,0,1,1,64
WOS,"Alton, LA; White, CR; Wilson, RS; Franklin, CE",2012,the energetic cost of exposure to uv radiation for tadpoles is greater when they live with predators,FUNCTIONAL ECOLOGY,26,94-103,0,0,1,0,11
WOS,"Orledge, JM; Blount, JD; Hoodless, AN; Pike, TW; Royle, NJ",2012,"synergistic effects of supplementation of dietary antioxidants during growth on adult phenotype in ring-necked pheasants, phasianus colchicus",FUNCTIONAL ECOLOGY,26,254-264,0,0,1,0,6
WOS,"Muller, R; Seeland, A; Jagodzinski, LS; Diogo, JB; Nowak, C; Oehlmann, J",2012,simulated climate change conditions unveil the toxic potential of the fungicide pyrimethanil on the midge chironomus riparius: a multigeneration experiment,ECOLOGY AND EVOLUTION,2,196-210,0,0,1,0,12
WOS,"Gao, KS; Helbling, EW; Hader, DP; Hutchins, DA",2012,"responses of marine primary producers to interactions between ocean acidification, solar radiation, and warming",MARINE ECOLOGY PROGRESS SERIES,470,167-189,1,0,1,0,45
WOS,"Portner, HO",2012,integrating climate-related stressor effects on marine organisms: unifying principles linking molecule to ecosystem-level changes,MARINE ECOLOGY PROGRESS SERIES,470,273-290,0,0,1,0,42
WOS,"Berner, LT; Beck, PSA; Loranty, MM; Alexander, HD; Mack, MC; Goetz, SJ",2012,"cajander larch (larix cajanderi) biomass distribution, fire regime and post-fire recovery in northeastern siberia",BIOGEOSCIENCES,9,3943-3959,0,0,1,0,9
WOS,"Noonan, SHC; Jones, GP; Pratchett, MS",2012,"coral size, health and structural complexity: effects on the ecology of a coral reef damselfish",MARINE ECOLOGY PROGRESS SERIES,456,127-137,0,1,0,0,6
WOS,"Witt, V; Wild, C; Uthicke, S",2012,interactive climate change and runoff effects alter o-2 fluxes and bacterial community composition of coastal biofilms from the great barrier reef,AQUATIC MICROBIAL ECOLOGY,66,117-+,0,1,0,0,5
WOS,"Kitzberger, T; Araoz, E; Gowda, JH; Mermoz, M; Morales, JM",2012,"decreases in fire spread probability with forest age promotes alternative community states, reduced resilience to climate variability and large fire regime shifts",ECOSYSTEMS,15,97-112,0,0,1,0,20
WOS,"Moy, FE; Christie, H",2012,large-scale shift from sugar kelp (saccharina latissima) to ephemeral algae along the south and west coast of norway,MARINE BIOLOGY RESEARCH,8,309-321,0,0,1,0,22
WOS,"Larsen, TH",2012,upslope range shifts of andean dung beetles in response to deforestation: compounding and confounding effects of microclimatic change,BIOTROPICA,44,82-89,0,0,1,0,12
WOS,"Shannon, G; Thaker, M; Vanak, AT; Page, BR; Grant, R; Slotow, R",2011,relative impacts of elephant and fire on large trees in a savanna ecosystem,ECOSYSTEMS,14,1372-1381,0,0,1,0,13
WOS,"Chapman, BB; Bronmark, C; Nilsson, JA; Hansson, LA",2011,the ecology and evolution of partial migration,OIKOS,120,1764-1775,0,0,1,0,79
WOS,"Duncan, AB; Fellous, S; Kaltz, O",2011,temporal variation in temperature determines disease spread and maintenance in paramecium microcosm populations,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,278,3412-3420,0,1,0,0,16
WOS,"Reiss, J; Bailey, RA; Perkins, DM; Pluchinotta, A; Woodward, G",2011,"testing effects of consumer richness, evenness and body size on ecosystem functioning",JOURNAL OF ANIMAL ECOLOGY,80,1145-1154,0,1,0,0,19
WOS,"Wischnewski, J; Kramer, A; Kong, ZC; Mackay, AW; Simpson, GL; Mischke, S; Herzschuh, U",2011,terrestrial and aquatic responses to climate change and human impact on the southeastern tibetan plateau during the past two centuries,GLOBAL CHANGE BIOLOGY,17,3376-3391,0,0,1,0,14
WOS,"Freese, HM; Schink, B",2011,composition and stability of the microbial community inside the digestive tract of the aquatic crustacean daphnia magna,MICROBIAL ECOLOGY,62,882-894,0,1,0,0,15
WOS,"Staehr, PA; Borum, J",2011,seasonal acclimation in metabolism reduces light requirements of eelgrass (zostera marina),JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,407,139-146,0,0,1,0,16
WOS,"Coutellec, MA; Caquet, T",2011,heterosis and inbreeding depression in bottlenecked populations: a test in the hermaphroditic freshwater snail lymnaea stagnalis,JOURNAL OF EVOLUTIONARY BIOLOGY,24,2248-2257,0,0,1,0,12
WOS,"Griffith, GP; Fulton, EA; Richardson, AJ",2011,effects of fishing and acidification-related benthic mortality on the southeast australian marine ecosystem,GLOBAL CHANGE BIOLOGY,17,3058-3074,1,1,1,0,19
WOS,"Kiesecker, JM",2011,global stressors and the global decline of amphibians: tipping the stress immunocompetency axis,ECOLOGICAL RESEARCH,26,897-908,0,0,1,0,12
WOS,"Belnap, J; Munson, SM; Field, JP",2011,aeolian and fluvial processes in dryland regions: the need for integrated studies,ECOHYDROLOGY,4,615-622,0,0,1,0,8
WOS,"Lopes, CT; Vasconcelos, HL",2011,fire increases insect herbivory in a neotropical savanna,BIOTROPICA,43,612-618,0,0,1,0,10
WOS,"Jansen, M; Stoks, R; Coors, A; van Doorslaer, W; de Meester, L",2011,collateral damage: rapid exposure-induced evolution of pesticide resistance leads to increased susceptibility to parasites,EVOLUTION,65,2681-2691,0,0,1,0,23
WOS,"Winder, M; Jassby, AD; Mac Nally, R",2011,synergies between climate anomalies and hydrological modifications facilitate estuarine biotic invasions,ECOLOGY LETTERS,14,749-757,1,0,1,0,13
WOS,"Egea-Serrano, A; Tejedo, M; Torralva, M",2011,"behavioral responses of the iberian waterfrog, pelophylax perezi (seoane, 1885), to three nitrogenous compounds in laboratory conditions",ECOTOXICOLOGY,20,1246-1257,0,1,0,0,9
WOS,"Fleming, CR; Di Giulio, RT",2011,the role of cyp1a inhibition in the embryotoxic interactions between hypoxia and polycyclic aromatic hydrocarbons (pahs) and pah mixtures in zebrafish (danio rerio),ECOTOXICOLOGY,20,1300-1314,1,1,1,0,19
WOS,"Ramchunder, SJ; Brown, LE; Holden, J; Langton, R",2011,spatial and seasonal variability of peatland stream ecosystems,ECOHYDROLOGY,4,577-588,0,0,1,0,5
WOS,"Lindegren, M; Ostman, O; Gardmark, A",2011,interacting trophic forcing and the population dynamics of herring,ECOLOGY,92,1407-1413,0,0,1,0,16
WOS,"Melbourne-Thomas, J; Johnson, CR; Fung, T; Seymour, RM; Cherubin, LM; Arias-Gonzalez, JE; Fulton, EA",2011,regional-scale scenario modeling for coral reefs: a decision support tool to inform management of a complex system,ECOLOGICAL APPLICATIONS,21,1380-1398,0,0,1,0,13
WOS,"Stefanescu, C; Carnicer, J; Penuelas, J",2011,determinants of species richness in generalist and specialist mediterranean butterflies: the negative synergistic forces of climate and habitat change,ECOGRAPHY,34,353-363,0,0,1,0,33
WOS,"Trekels, H; Van de Meutter, F; Stoks, R",2011,effects of species-specific interactions with predation risk on the relative species sensitivities to a pesticide in water boatmen (corixidae),OIKOS,120,897-905,1,0,1,0,7
WOS,"Wang, Z; Xiao, BD; Song, LR; Wu, XQ; Zhang, JQ; Wang, CB",2011,"effects of microcystin-lr, linear alkylbenzene sulfonate and their mixture on lettuce (lactuca sativa l.) seeds and seedlings",ECOTOXICOLOGY,20,803-814,0,0,1,0,9
WOS,"Merriam, ER; Petty, JT; Merovich, GT; Fulton, JB; Strager, MP",2011,additive effects of mining and residential development on stream conditions in a central appalachian watershed,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,30,399-418,0,1,0,0,23
WOS,"Johnson, SE; Ingraldi, C; Ralainasolo, FB; Andriamaharoa, HE; Ludovic, R; Birkinshaw, CR; Wright, PC; Ratsimbazafy, JH",2011,"gray-headed lemur (eulemur cinereiceps) abundance and forest structure dynamics at manombo, madagascar",BIOTROPICA,43,371-379,0,0,1,0,5
WOS,"Jansen, M; Coors, A; Stoks, R; De Meester, L",2011,evolutionary ecotoxicology of pesticide resistance: a case study in daphnia,ECOTOXICOLOGY,20,543-551,0,0,1,0,28
WOS,"Niboyet, A; Le Roux, X; Dijkstra, P; Hungate, BA; Barthes, L; Blankinship, JC; Brown, JR; Field, CB; Leadley, PW",2011,testing interactive effects of global environmental changes on soil nitrogen cycling,ECOSPHERE,2,-,0,1,0,0,9
WOS,"Larsen, KS; Andresen, LC; Beier, C; Jonasson, S; Albert, KR; Ambus, P; Arndal, MF; Carter, MS; Christensen, S; Holmstrup, M; Ibrom, A; Kongstad, J; van der Linden, L; Maraldo, K; Michelsen, A; Mikkelsen, TN; Pilegaard, K; Prieme, A; Ro-Poulsen, H; Schmidt, IK; Selsted, MB; Stevnbak, K",2011,"reduced n cycling in response to elevated co2, warming, and drought in a danish heathland: synthesizing results of the climaite project after two years of treatments",GLOBAL CHANGE BIOLOGY,17,1884-1899,1,0,1,0,49
WOS,"Wernberg, T; Russell, BD; Moore, PJ; Ling, SD; Smale, DA; Campbell, A; Coleman, MA; Steinberg, PD; Kendrick, GA; Connell, SD",2011,impacts of climate change in a global hotspot for temperate marine biodiversity and ocean warming,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,400,16-Jul,0,0,1,0,71
WOS,"Boufahja, F; Hedfi, A; Amorri, J; Aissa, P; Mahmoudi, E; Beyrem, H",2011,"experimental validation of the ""relative volume of the pharyngeal lumen (rvpl)"" of free-living nematodes as a biomonitoring index using sediment-associated metals and/or diesel fuel in microcosms",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,399,142-150,0,1,0,0,5
WOS,"Dickson, TL; Foster, BL",2011,fertilization decreases plant biodiversity even when light is not limiting,ECOLOGY LETTERS,14,380-388,0,1,0,0,23
WOS,"Schnitzer, SA; Bongers, F",2011,increasing liana abundance and biomass in tropical forests: emerging patterns and putative mechanisms,ECOLOGY LETTERS,14,397-406,0,0,1,1,109
WOS,"Crous, KY; Zaragoza-Castells, J; Low, M; Ellsworth, DS; Tissue, DT; Tjoelker, MG; Barton, CVM; Gimeno, TE; Atkin, OK",2011,seasonal acclimation of leaf respiration in eucalyptus saligna trees: impacts of elevated atmospheric co2 and summer drought,GLOBAL CHANGE BIOLOGY,17,1560-1576,0,1,0,0,23
WOS,"Cantarello, E; Newton, AC; Hill, RA; Tejedor-Garavito, N; Williams-Linera, G; Lopez-Barrera, F; Manson, RH; Golicher, DJ",2011,simulating the potential for ecological restoration of dryland forests in mexico under different disturbance regimes,ECOLOGICAL MODELLING,222,1112-1128,0,0,1,0,6
WOS,"Ross, NJ; Rangel, TF",2011,ancient maya agroforestry echoing through spatial relationships in the extant forest of nw belize,BIOTROPICA,43,141-148,0,0,1,0,11
WOS,"Suazo-Ortuno, I; Alvarado-Diaz, J; Martinez-Ramos, M",2011,riparian areas and conservation of herpetofauna in a tropical dry forest in western mexico,BIOTROPICA,43,237-245,0,0,1,0,5
WOS,"Cobb, TP; Morissette, JL; Jacobs, JM; Koivula, MJ; Spence, JR; Langor, DW",2011,effects of postfire salvage logging on deadwood-associated beetles,CONSERVATION BIOLOGY,25,94-104,0,0,1,0,9
WOS,"Mortelliti, A; Amori, G; Capizzi, D; Cervone, C; Fagiani, S; Pollini, B; Boitani, L",2011,"independent effects of habitat loss, habitat fragmentation and structural connectivity on the distribution of two arboreal rodents",JOURNAL OF APPLIED ECOLOGY,48,153-162,0,1,0,0,30
WOS,"Crisp, MD; Trewick, SA; Cook, LG",2011,hypothesis testing in biogeography,TRENDS IN ECOLOGY & EVOLUTION,26,66-72,0,0,1,0,86
WOS,"Huijbers, CM; Nagelkerken, I; Govers, LL; van de Kerk, M; Oldenburger, JJ; de Brouwer, JHF",2011,habitat type and schooling interactively determine refuge-seeking behavior in a coral reef fish throughout ontogeny,MARINE ECOLOGY PROGRESS SERIES,437,241-251,0,1,0,0,6
WOS,"Laurance, WF; Camargo, JLC; Luizao, RCC; Laurance, SG; Pimm, SL; Bruna, EM; Stouffer, PC; Williamson, GB; Benitez-Malvido, J; Vasconcelos, HL; Van Houtan, KS; Zartman, CE; Boyle, SA; Didham, RK; Andrade, A; Lovejoy, TE",2011,the fate of amazonian forest fragments: a 32-year investigation,BIOLOGICAL CONSERVATION,144,56-67,0,0,1,1,145
WOS,"Pittock, J",2011,national climate change policies and sustainable water management: conflicts and synergies,ECOLOGY AND SOCIETY,16,-,0,0,1,0,14
WOS,"Wang, QS; He, MC; Wang, Y",2011,influence of combined pollution of antimony and arsenic on culturable soil microbial populations and enzyme activities,ECOTOXICOLOGY,20,19-Sep,1,0,1,0,10
WOS,"Keenan, T; Serra, JM; Lloret, F; Ninyerola, M; Sabate, S",2011,"predicting the future of forests in the mediterranean under climate change, with niche- and process-based models: co2 matters!",GLOBAL CHANGE BIOLOGY,17,565-579,0,0,1,1,61
WOS,"Harrison, XA; Blount, JD; Inger, R; Norris, DR; Bearhop, S",2011,carry-over effects as drivers of fitness differences in animals,JOURNAL OF ANIMAL ECOLOGY,80,18-Apr,0,0,1,1,137
WOS,"Yang, JW; Yi, HS; Kim, H; Lee, B; Lee, S; Ghim, SY; Ryu, CM",2011,whitefly infestation of pepper plants elicits defence responses against bacterial pathogens in leaves and roots and changes the below-ground microflora,JOURNAL OF ECOLOGY,99,46-56,0,1,0,0,39
WOS,"Dawson, N; Martin, A",2015,assessing the contribution of ecosystem services to human wellbeing: a disaggregated study in western rwanda,ECOLOGICAL ECONOMICS,117,62-72,0,0,1,0,0
WOS,"Meyer-Grunefeldt, M; Calvo, L; Marcos, E; von Oheimb, G; Hardtle, W",2015,impacts of drought and nitrogen addition on calluna heathlands differ with plant life-history stage,JOURNAL OF ECOLOGY,103,1141-1152,0,1,0,0,0
WOS,"Foster, CN; Barton, PS; Wood, JT; Lindenmayer, DB",2015,interactive effects of fire and large herbivores on web-building spiders,OECOLOGIA,179,237-248,0,1,0,0,0
